,Jmin,n,l,a,actfn
371,0.16162486374378204,4,64,15.707963267948966,sigmoid
372,0.16163907945156095,8,64,15.707963267948966,sigmoid
373,0.16311630606651306,16,64,15.707963267948966,sigmoid
374,0.16299055516719818,32,64,15.707963267948966,sigmoid
375,0.16377073526382446,64,64,15.707963267948966,sigmoid
376,0.1643124669790268,128,64,15.707963267948966,sigmoid
377,0.16216614842414856,256,64,15.707963267948966,sigmoid
378,0.16539953649044037,1,1,31.41592653589793,tanh
379,0.16508227586746216,2,1,31.41592653589793,tanh
380,0.16384507715702057,4,1,31.41592653589793,tanh
381,0.16329354047775269,8,1,31.41592653589793,tanh
382,0.16430044174194336,16,1,31.41592653589793,tanh
383,0.16538138687610626,32,1,31.41592653589793,tanh
384,0.16602186858654022,64,1,31.41592653589793,tanh
385,0.1661633551120758,128,1,31.41592653589793,tanh
386,0.16585263609886167,256,1,31.41592653589793,tanh
387,0.1657925546169281,1,2,31.41592653589793,tanh
388,0.1626567542552948,2,2,31.41592653589793,tanh
389,0.16222664713859558,4,2,31.41592653589793,tanh
390,0.16241620481014252,8,2,31.41592653589793,tanh
391,0.16210326552391052,16,2,31.41592653589793,tanh
392,0.1622001975774765,32,2,31.41592653589793,tanh
393,0.1641002744436264,64,2,31.41592653589793,tanh
394,0.16582731902599335,128,2,31.41592653589793,tanh
395,0.1653626561164856,256,2,31.41592653589793,tanh
396,0.165406733751297,1,4,31.41592653589793,tanh
397,0.16280925273895264,2,4,31.41592653589793,tanh
398,0.16180159151554108,4,4,31.41592653589793,tanh
399,0.1623657792806625,8,4,31.41592653589793,tanh
400,0.16436371207237244,16,4,31.41592653589793,tanh
401,0.1646195948123932,32,4,31.41592653589793,tanh
402,0.16556677222251892,64,4,31.41592653589793,tanh
403,0.16545335948467255,128,4,31.41592653589793,tanh
404,0.1653013974428177,256,4,31.41592653589793,tanh
405,0.15182740986347198,1,8,31.41592653589793,tanh
406,0.16200412809848783,2,8,31.41592653589793,tanh
407,0.15543727576732635,4,8,31.41592653589793,tanh
408,0.13926579058170319,8,8,31.41592653589793,tanh
409,0.16042970120906827,16,8,31.41592653589793,tanh
410,0.16547085344791412,32,8,31.41592653589793,tanh
411,0.1654393970966339,64,8,31.41592653589793,tanh
412,0.16539207100868225,128,8,31.41592653589793,tanh
413,0.16561998426914215,256,8,31.41592653589793,tanh
414,0.14900417625904083,1,16,31.41592653589793,tanh
415,0.158441424369812,2,16,31.41592653589793,tanh
416,0.14650653302669525,4,16,31.41592653589793,tanh
417,0.1119219586253166,8,16,31.41592653589793,tanh
418,0.16534718871116638,16,16,31.41592653589793,tanh
419,0.16552835702896118,32,16,31.41592653589793,tanh
420,0.16531729698181152,64,16,31.41592653589793,tanh
421,0.16591207683086395,128,16,31.41592653589793,tanh
422,0.16601490974426267,256,16,31.41592653589793,tanh
423,0.16532409191131592,1,32,31.41592653589793,tanh
424,0.16399396955966947,2,32,31.41592653589793,tanh
425,0.1653814911842346,4,32,31.41592653589793,tanh
426,0.1650247722864151,8,32,31.41592653589793,tanh
427,0.16531075537204742,16,32,31.41592653589793,tanh
428,0.16543461382389069,32,32,31.41592653589793,tanh
429,0.16540265083312988,64,32,31.41592653589793,tanh
430,0.16773094236850739,128,32,31.41592653589793,tanh
431,0.1675606220960617,256,32,31.41592653589793,tanh
432,0.1653540730476379,1,64,31.41592653589793,tanh
433,0.16531902551651,2,64,31.41592653589793,tanh
434,0.1658332198858261,4,64,31.41592653589793,tanh
435,0.16531433165073395,8,64,31.41592653589793,tanh
436,0.16527599096298215,16,64,31.41592653589793,tanh
437,0.16562148928642273,32,64,31.41592653589793,tanh
438,0.1659482568502426,64,64,31.41592653589793,tanh
439,0.16816776990890503,128,64,31.41592653589793,tanh
440,0.17213332653045654,256,64,31.41592653589793,tanh
